number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mae_std,state
104,0.43685315469242897,2026-06-12 14:20:49.437033,2026-06-12 14:20:50.991935,0 days 00:00:01.554902,0.48902582047692933,0.0276438197226609,10,51,162,4.550531617798582,0.06578976122605454,0.9989426821191537,0.04313583621531694,COMPLETE
105,0.436372695715869,2026-06-12 14:20:50.991986,2026-06-12 14:20:52.669707,0 days 00:00:01.677721,0.6294355567589495,0.056123501513945746,9,47,147,5.755694863371607,0.1305696575871313,0.9179042547236356,0.04319557354518062,COMPLETE
106,0.43600263488238067,2026-06-12 14:20:52.669769,2026-06-12 14:20:54.191797,0 days 00:00:01.522028,0.7215318183089159,0.0389589346591482,8,55,199,8.756870100931739,0.08147717857541792,0.9369602603570231,0.043612273815514205,COMPLETE
107,0.4388138316619986,2026-06-12 14:20:54.191848,2026-06-12 14:20:56.055575,0 days 00:00:01.863727,0.39566318924398053,0.043830776014589366,10,39,218,2.588044024034335,0.5301570622792019,0.9638330956474762,0.04295217313965008,COMPLETE
108,0.43645876426682173,2026-06-12 14:20:56.055625,2026-06-12 14:20:57.309788,0 days 00:00:01.254163,0.5776424878918974,0.032749738965901345,9,75,182,6.368352318227342,0.18750757840410898,0.9496313996514454,0.04373696577939045,COMPLETE
109,0.43627636780200796,2026-06-12 14:20:57.309837,2026-06-12 14:20:58.831205,0 days 00:00:01.521368,0.546198059301893,0.041080167093316994,10,37,161,9.967914608894635,0.25282751696963335,0.9063591468524353,0.04382739923325944,COMPLETE
110,0.4356561893763832,2026-06-12 14:20:58.831256,2026-06-12 14:21:00.965837,0 days 00:00:02.134581,0.6553165414187823,0.04921151136526604,10,48,239,4.753583191314974,0.04605779955399948,0.9710785030598098,0.04332523770633823,COMPLETE
111,0.43680465623382414,2026-06-12 14:21:00.965892,2026-06-12 14:21:02.608104,0 days 00:00:01.642212,0.6528764107816469,0.047953696929274245,10,49,234,4.876254826858609,0.04833677734083542,0.9777533057824058,0.04263529362631483,COMPLETE
112,0.43661438910096634,2026-06-12 14:21:02.608154,2026-06-12 14:21:05.004239,0 days 00:00:02.396085,0.6798902653502772,0.03535264623363253,10,34,202,3.700530170365034,0.03811589357503076,0.957435948171304,0.04385129949565706,COMPLETE
113,0.4357941759243116,2026-06-12 14:21:05.004287,2026-06-12 14:21:06.931162,0 days 00:00:01.926875,0.7725891421150148,0.0635869861500285,9,45,189,6.410848756108448,0.3342442968456429,0.9363849917216391,0.0431474405137142,COMPLETE
114,0.4356399907712646,2026-06-12 14:21:06.931209,2026-06-12 14:21:08.946717,0 days 00:00:02.015508,0.7489171852317736,0.05025077011346103,10,42,219,8.026947952891827,0.09555179692631709,0.9465898126073391,0.0433769860716878,COMPLETE
115,0.43587406529146744,2026-06-12 14:21:08.946763,2026-06-12 14:21:11.343620,0 days 00:00:02.396857,0.7133803795920534,0.059307879846558026,10,42,217,2.0618993683373743,0.07487303281795721,0.947757459920515,0.04319933502071543,COMPLETE
116,0.4369190184467485,2026-06-12 14:21:11.343668,2026-06-12 14:21:13.545698,0 days 00:00:02.202030,0.7474879907674435,0.050438880489522435,10,40,240,4.259711290018492,0.11753616674975996,0.9220199722443443,0.04359479081959036,COMPLETE
117,0.43626976374933973,2026-06-12 14:21:13.545754,2026-06-12 14:21:15.392835,0 days 00:00:01.847081,0.6322205435754179,0.04537917719249097,10,48,174,5.244618404807197,0.06290259123240124,0.9082054497944677,0.04316391380260028,COMPLETE
118,0.436297656796757,2026-06-12 14:21:15.392894,2026-06-12 14:21:17.667247,0 days 00:00:02.274353,0.6001745731774717,0.055673941407023524,8,36,221,2.869391195792525,0.0540044277341223,0.9899207622677961,0.04332407566278179,COMPLETE
119,0.43602072026391453,2026-06-12 14:21:17.667303,2026-06-12 14:21:19.703419,0 days 00:00:02.036116,0.6530498080570235,0.03822272730455582,10,44,208,7.035905889049944,0.3997332095582004,0.9437461655053042,0.04316221017108132,COMPLETE
