number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mae_std,state
45,0.6865345825781783,2026-06-12 18:24:46.628650,2026-06-12 18:25:13.944202,0 days 00:00:27.315552,0.977101745946198,0.0691774493306338,8,1.6527464600552992,6.157116336323127,0.0020765815689119146,0.5259363089070349,0.20445325349922752,COMPLETE
46,0.5716294644837929,2026-06-12 18:25:13.944274,2026-06-12 18:25:52.777903,0 days 00:00:38.833629,0.4462447996559229,0.011456852350603909,8,42.7712638149092,2.2267336124538506,0.005846092806478871,0.5815752773224073,0.11286125327548406,COMPLETE
47,0.5658671858462265,2026-06-12 18:25:52.777990,2026-06-12 18:26:09.820759,0 days 00:00:17.042769,0.9544902771297261,0.08844616383609416,7,30.658474693266506,0.3845641732768894,0.06190218204694091,0.6405275574336515,0.10701413968741882,COMPLETE
48,0.5309327742435069,2026-06-12 18:26:09.821102,2026-06-12 18:26:20.274342,0 days 00:00:10.453240,0.8686092795128937,0.05782160012174591,3,42.44525320605815,9.977343294159782,0.0010096899517397673,0.5343984778377346,0.11304977048181962,COMPLETE
49,0.5523880995163898,2026-06-12 18:26:20.274413,2026-06-12 18:26:33.469347,0 days 00:00:13.194934,0.8837926552953148,0.04441689163606926,3,25.002249159290862,9.01880323255007,0.0012198726891812575,0.5648252292896774,0.12061056055376695,COMPLETE
50,0.5636990192581743,2026-06-12 18:26:33.469450,2026-06-12 18:26:50.738018,0 days 00:00:17.268568,0.7173221031772072,0.024368457894881467,4,33.21395102991316,9.843788132352339,0.001621606365137725,0.6627025552978949,0.12916828926134877,COMPLETE
51,0.5304850753300382,2026-06-12 18:26:50.738091,2026-06-12 18:27:04.209304,0 days 00:00:13.471213,0.854658735737792,0.05580090981460675,4,42.83863341570417,4.526346011156551,0.0010292990682611344,0.5188498188567278,0.10395191902622299,COMPLETE
52,0.5406481117967618,2026-06-12 18:27:04.209402,2026-06-12 18:27:17.722894,0 days 00:00:13.513492,0.8453792994458971,0.05646047308549374,3,41.359060914436725,4.221597314197617,0.0010315161156743424,0.5125493778750949,0.11043059845923947,COMPLETE
53,0.5346116553656931,2026-06-12 18:27:17.722986,2026-06-12 18:27:31.917623,0 days 00:00:14.194637,0.8414531048902631,0.05163177892358547,3,41.73290390280886,5.6510052213302036,0.0010248429524842594,0.5168425481548391,0.1079007934899958,COMPLETE
54,0.5402008314451566,2026-06-12 18:27:31.917755,2026-06-12 18:27:46.341140,0 days 00:00:14.423385,0.8492839636707425,0.03986666769235099,3,40.83367749160795,5.806483673541852,0.0010124029658868281,0.5100447546576333,0.11231864173341087,COMPLETE
55,0.5584666629621557,2026-06-12 18:27:46.341235,2026-06-12 18:28:04.456540,0 days 00:00:18.115305,0.875044792860591,0.03767919022662355,4,29.059081682012955,7.2360811708478,0.002427369585072706,0.5193829215091122,0.11762626065433461,COMPLETE
56,0.5459402475080226,2026-06-12 18:28:04.456613,2026-06-12 18:28:24.699857,0 days 00:00:20.243244,0.9319443231390515,0.027763637816681314,3,34.794835275188376,6.834535419184603,0.0014746728141665673,0.5023252854615419,0.11546373782155228,COMPLETE
57,0.5451740310486995,2026-06-12 18:28:24.699984,2026-06-12 18:28:53.649646,0 days 00:00:28.949662,0.8293065936278281,0.01949797101654631,4,42.00377266534197,4.724180540107264,0.0024479576271370968,0.5596886774722029,0.11324021996144487,COMPLETE
58,0.5563274939842927,2026-06-12 18:28:53.649805,2026-06-12 18:29:08.058356,0 days 00:00:14.408551,0.9334575802796014,0.03994768870972131,3,22.067264046651445,2.681963094000993,0.0010323683790406386,0.5147508434794861,0.11978909312284151,COMPLETE
59,0.54798112405184,2026-06-12 18:29:08.058451,2026-06-12 18:29:18.305817,0 days 00:00:10.247366,0.8575038016573184,0.04731796693950715,3,26.81607241612809,7.448273631871459,0.0016038948683132432,0.5389491568272683,0.12082767991852944,COMPLETE
